企业名称,统代,科技标签_高新技术产业,是否国企,龙头企业级别,2022从业人数,2023从业人数,2024从业人数,2022利润总额,2024资产总收入,2024负债总数,2024资产负债率,实际授信额度,实际授信额度区间
天成医药集团有限公司006282,9.13807851e+017,0,1,市级,2,2,5,6767,3538185,942625,0.2664,28240,"(27972.0, 31390.0]"
瑞丰能源有限责任公司006283,9.1362270082e+017,1,1,市级,3,4,,-3434545,39856142,25101666,0.6298,18490,"(17830.0, 21190.0]"
宏达网络有限责任公司006284,9.1331860121049860e+017,0,1,县级,2,1,,-2323432,3430709,921487,0.2686,14430,"(11047.0, 14492.0]"
星河装备集团有限公司006285,9.136850576e+017,0,0,省级,2,1,4,676767,38988818,22757050,0.5837,9360,"(7318.0, 11047.0]"
华泰化工集团有限公司006286,9.1315844547913e+017,0,,县级,3,2,,676767,40766444,15797847,0.3875,15280,"(14492.0, 17830.0]"
盛世化工有限公司006287,9.1340389128607759e+017,0,0,国家级,,5,1,565656,37817299,25873570,0.6842,15460,"(14492.0, 17830.0]"
远航环保集团有限公司006288,9.133276397e+017,0,,市级,2,4,1,6767,48354337,20370930,0.4213,26200,"(24530.0, 27972.0]"
远航建设有限公司006289,9.131681e+017,0,0,省级,1,2,7,-2323432,39014600,7457711,0.1912,32730,"(31390.0, 35000.0]"
盛世网络有限责任公司006290,9.135446263422403e+017,1,1,省级,3,5,1,565,29694358,12478988,0.4202,14550,"(14492.0, 17830.0]"
创元化工有限责任公司006291,9.135323e+017,1,,,3,2,2,565656,27290649,23419775,0.8582,22770,"(21190.0, 24530.0]"
启明信息股份有限公司006292,9.137818e+017,1,0,国家级,2,2,1,676767,33100543,31363168,0.9475,32680,"(31390.0, 35000.0]"
天成机械集团有限公司006293,9.1355572399214e+017,,,县级,6,7,,-3434545,47269521,17044760,0.3606,18960,"(17830.0, 21190.0]"
创元食品有限责任公司006294,9.134360511445094e+017,0,1,市级,7,5,,-2323432,21358297,19453685,0.9108,4440,"(3620.0, 7318.0]"
瑞丰食品股份有限公司006295,9.13021742504e+017,0,0,市级,6,5,7,676767,29853981,23870194,0.7996,2570,"(49.999, 3620.0]"
中原电子集团有限公司006296,9.131411751e+017,0,1,,3,6,1,-2323432,23873814,10274626,0.4304,29010,"(27972.0, 31390.0]"
星河机械股份有限公司006297,9.13185e+017,1,1,国家级,4,1,1,565656,16870693,1739732,0.1031,25830,"(24530.0, 27972.0]"
鼎盛贸易集团有限公司006298,9.1361890166e+017,1,0,市级,4,1,,565,49152856,26303358,0.5351,2720,"(49.999, 3620.0]"
联创材料股份有限公司006299,9.136134e+017,1,1,省级,1,7,3,-2323432,10807070,3679737,0.3405,10380,"(7318.0, 11047.0]"
启明材料有限责任公司006300,9.1372356192e+017,1,0,,4,6,2,5656,31959678,5006999,0.1567,140,"(49.999, 3620.0]"
宏达装备集团有限公司006301,9.13766e+017,1,,省级,,1,4,676767,26166764,17196053,0.6572,19190,"(17830.0, 21190.0]"
金鼎贸易集团有限公司006302,9.1353053623e+017,,0,国家级,7,1,6,343434,21112613,11563933,0.5477,11420,"(11047.0, 14492.0]"
博雅化工集团有限公司006303,9.1356603075e+017,0,1,国家级,3,,,-2323432,2834723,2411936,0.8509,11140,"(11047.0, 14492.0]"
汇通机械有限公司006304,9.131121908125e+017,0,1,国家级,3,1,4,343434,46491334,3421881,0.0736,18770,"(17830.0, 21190.0]"
创元信息股份有限公司006305,9.131156e+017,1,0,县级,2,,2,343434,34992069,16354887,0.4674,32130,"(31390.0, 35000.0]"
鼎盛信息有限责任公司006306,9.1334814172203564e+017,1,0,县级,2,,5,5656,21817246,20499192,0.9396,13680,"(11047.0, 14492.0]"
宏达科技有限公司006307,9.1388e+017,0,,省级,6,1,1,-3434545,17827451,11099074,0.6226,3060,"(49.999, 3620.0]"
宏达能源有限责任公司006308,9.1381e+017,1,1,市级,2,1,,343434,15463510,3410958,0.2206,18860,"(17830.0, 21190.0]"
汇通网络股份有限公司006309,9.130508858937e+017,1,1,国家级,3,4,,343434,2646143,367271,0.1388,19430,"(17830.0, 21190.0]"
联创机械股份有限公司006310,9.1339891876701e+017,0,0,县级,7,5,3,5656,7451458,4771977,0.6404,31820,"(31390.0, 35000.0]"
永泰材料有限责任公司006311,9.135228603e+017,1,1,县级,3,3,5,6767,15871726,14463007,0.9112,33170,"(31390.0, 35000.0]"
鼎盛化工有限公司006312,9.134863493895e+017,1,1,省级,3,5,,343434,26405219,13346125,0.5054,1120,"(49.999, 3620.0]"
华信装备有限公司006313,9.137463246879731e+017,1,0,,6,6,,343434,11043981,9129300,0.8266,25040,"(24530.0, 27972.0]"
瑞丰建设股份有限公司006314,9.134565730578e+017,1,0,县级,4,7,1,-3434545,18510534,14319099,0.7736,21800,"(21190.0, 24530.0]"
永泰纺织股份有限公司006315,9.1389037242479715e+017,1,0,县级,1,4,3,5656,35079036,27136414,0.7736,12550,"(11047.0, 14492.0]"
联创纺织有限公司006316,9.138296e+017,1,,市级,4,3,5,5656,31978232,10098716,0.3158,16720,"(14492.0, 17830.0]"
永泰信息有限公司006317,9.1399242800335563e+017,0,0,国家级,7,6,5,-3434545,45796641,27643854,0.6036,7130,"(3620.0, 7318.0]"
金鼎电子有限公司006318,9.133407244288946e+017,1,1,,,4,2,6767,28427985,6491403,0.2283,12100,"(11047.0, 14492.0]"
宏达网络股份有限公司006319,9.135392e+017,0,1,国家级,4,5,,565656,31163283,29219284,0.9376,21110,"(17830.0, 21190.0]"
瑞丰能源有限公司006320,9.1352e+017,1,0,国家级,,7,5,-2323432,17677009,14046044,0.7946,25470,"(24530.0, 27972.0]"
华泰食品有限公司006321,9.1318469645e+017,0,1,省级,,7,6,343434,28869531,20638214,0.7149,10720,"(7318.0, 11047.0]"
星河物流集团有限公司006322,9.1315855653111448e+017,0,0,市级,1,2,4,676767,46510689,37491623,0.8061,8360,"(7318.0, 11047.0]"
中原电子集团有限公司006323,9.139469e+017,0,0,,5,7,2,-2323432,48495934,15153593,0.3125,33590,"(31390.0, 35000.0]"
启明智能有限公司006324,9.13368098794926e+017,1,1,市级,5,2,3,5656,43185543,26305150,0.6091,29390,"(27972.0, 31390.0]"
汇通医药集团有限公司006325,9.13754252803e+017,0,1,县级,1,3,7,343434,39531433,21804110,0.5516,4640,"(3620.0, 7318.0]"
盛世能源集团有限公司006326,9.138809942e+017,,1,省级,1,3,1,6767,7980500,6051468,0.7583,790,"(49.999, 3620.0]"
远航建设有限公司006327,9.138087e+017,1,0,县级,3,1,,5656,7867851,7388907,0.9391,20950,"(17830.0, 21190.0]"
汇通网络股份有限公司006328,9.1321458149e+017,1,1,市级,7,6,6,676767,49762230,33266663,0.6685,30060,"(27972.0, 31390.0]"
中原贸易有限责任公司006329,9.13602931442495e+017,1,0,,5,7,,-2323432,35742566,32256580,0.9025,4120,"(3620.0, 7318.0]"
宏达信息集团有限公司006330,9.13703e+017,1,0,省级,2,,4,676767,1154843,687908,0.5957,27290,"(24530.0, 27972.0]"
华信医药有限公司006331,9.13321446704e+017,1,1,市级,2,7,,6767,41926497,31764276,0.7576,6690,"(3620.0, 7318.0]"
鼎盛化工股份有限公司006332,9.13968452e+017,1,1,县级,2,3,,-2323432,2852747,1962798,0.688,8110,"(7318.0, 11047.0]"
永泰信息集团有限公司006333,9.136219225567e+017,1,1,县级,1,2,3,-3434545,7752925,6870648,0.8862,90,"(49.999, 3620.0]"
汇通贸易集团有限公司006334,9.1318089e+017,0,0,县级,5,5,4,676767,37416868,30646274,0.819,24520,"(21190.0, 24530.0]"
华泰科技股份有限公司006335,9.1394756e+017,0,1,县级,3,,6,565,19627919,13071757,0.666,25800,"(24530.0, 27972.0]"
中原贸易集团有限公司006336,9.1333091102e+017,1,1,县级,1,,3,565656,29311511,3904185,0.1332,14920,"(14492.0, 17830.0]"
启明科技股份有限公司006337,9.1334e+017,0,1,县级,7,,6,5656,43104970,23653393,0.5487,1300,"(49.999, 3620.0]"
华泰物流有限责任公司006338,9.13404e+017,,0,县级,,4,1,565,13891835,9517183,0.6851,11740,"(11047.0, 14492.0]"
星河信息股份有限公司006339,9.1326844012448248e+017,,,省级,2,5,4,5656,27020017,25306766,0.9366,19810,"(17830.0, 21190.0]"
盛世科技有限责任公司006340,9.1313e+017,1,0,国家级,6,,,5656,36244547,28611101,0.7894,18730,"(17830.0, 21190.0]"
华泰贸易有限责任公司006341,9.1304688968767365e+017,0,1,市级,5,,4,343434,35614261,29201223,0.8199,7800,"(7318.0, 11047.0]"
联创纺织集团有限公司006342,9.1339231720440339e+017,0,1,省级,,,1,676767,41980651,32105375,0.7648,15770,"(14492.0, 17830.0]"
中原信息股份有限公司006343,9.134095896e+017,1,1,省级,1,2,6,676767,13874679,7932038,0.5717,20340,"(17830.0, 21190.0]"
华泰科技集团有限公司006344,9.1302883504332260e+017,0,1,县级,2,4,5,5656,27894433,25605926,0.918,29890,"(27972.0, 31390.0]"
盛世建设集团有限公司006345,9.134915772e+017,0,,省级,4,7,4,-3434545,40602629,19162856,0.472,13670,"(11047.0, 14492.0]"
鼎盛能源有限责任公司006346,9.1307237e+017,1,1,市级,,5,1,565,18099971,14576590,0.8053,1310,"(49.999, 3620.0]"
华信机械集团有限公司006347,9.13551983e+017,0,1,国家级,4,5,3,676767,23314760,5683533,0.2438,23650,"(21190.0, 24530.0]"
华信生物有限责任公司006348,9.13487134e+017,0,1,省级,5,3,6,343434,13406448,9448516,0.7048,14890,"(14492.0, 17830.0]"
汇通电子集团有限公司006349,9.134157757232e+017,0,0,国家级,6,7,4,565,22873926,8505298,0.3718,9570,"(7318.0, 11047.0]"
华泰网络股份有限公司006350,9.13029439809193e+017,1,0,国家级,3,,4,6767,44809339,23909590,0.5336,32420,"(31390.0, 35000.0]"
创元装备有限公司006351,9.135649293e+017,0,0,市级,7,,6,6767,7486550,3748458,0.5007,30860,"(27972.0, 31390.0]"
启明物流集团有限公司006352,9.133078529056e+017,1,0,县级,4,2,6,-3434545,10515926,4016662,0.382,5030,"(3620.0, 7318.0]"
华信能源有限公司006353,9.1351949336e+017,1,0,省级,1,1,7,-3434545,15703070,11990651,0.7636,16340,"(14492.0, 17830.0]"
星河贸易股份有限公司006354,9.13844913625e+017,1,0,省级,3,4,7,6767,45589933,16359983,0.3589,12070,"(11047.0, 14492.0]"
华信信息集团有限公司006355,9.1356741e+017,,0,,,,5,-3434545,12387030,6265297,0.5058,17940,"(17830.0, 21190.0]"
星河贸易集团有限公司006356,9.13080070163e+017,1,0,国家级,,5,5,-3434545,13246487,8128792,0.6137,3170,"(49.999, 3620.0]"
瑞丰网络股份有限公司006357,9.1335567657319262e+017,0,1,市级,1,2,5,565656,20603170,4507426,0.2188,31790,"(31390.0, 35000.0]"
华泰纺织有限公司006358,9.135059e+017,1,0,县级,2,,5,565656,12635132,4236068,0.3353,16120,"(14492.0, 17830.0]"
永泰物流股份有限公司006359,9.131953472463184e+017,0,1,,,6,2,676767,13123943,4800402,0.3658,13340,"(11047.0, 14492.0]"
天成物流有限公司006360,9.1397340e+017,0,1,省级,,4,2,-2323432,13920311,1172175,0.0842,3000,"(49.999, 3620.0]"
星河智能集团有限公司006361,9.134285519053086e+017,1,,县级,2,,4,676767,10002358,8907317,0.8905,7040,"(3620.0, 7318.0]"
远航化工有限公司006362,9.13880980463799e+017,1,0,省级,4,5,5,676767,7965695,3511186,0.4408,5310,"(3620.0, 7318.0]"
瑞丰环保股份有限公司006363,9.13366071278137e+017,0,,市级,5,4,3,565,8501098,514272,0.0605,11600,"(11047.0, 14492.0]"
嘉禾科技股份有限公司006364,9.1365e+017,0,0,国家级,4,4,7,676767,44980871,37478117,0.8332,10070,"(7318.0, 11047.0]"
启明物流有限责任公司006365,9.136456156e+017,,1,市级,,5,1,-2323432,10309818,921862,0.0894,34480,"(31390.0, 35000.0]"
盛世贸易有限责任公司006366,9.13270937789926e+017,0,0,市级,7,,2,-2323432,6022227,870550,0.1446,300,"(49.999, 3620.0]"
汇通信息集团有限公司006367,9.13369978e+017,0,0,市级,,1,1,6767,26615490,12183328,0.4578,6760,"(3620.0, 7318.0]"
远航纺织股份有限公司006368,9.13994906165346e+017,0,,县级,4,4,2,5656,41083334,35284956,0.8589,24140,"(21190.0, 24530.0]"
华信贸易股份有限公司006369,9.1365661093e+017,0,1,省级,6,4,5,565,11734783,5784602,0.4929,6640,"(3620.0, 7318.0]"
华泰能源有限责任公司006370,9.13110443111e+017,0,0,,4,3,1,-3434545,8078417,3297832,0.4082,33140,"(31390.0, 35000.0]"
嘉禾材料集团有限公司006371,9.1382026e+017,1,0,市级,3,7,5,565656,18521303,4956223,0.2676,17640,"(14492.0, 17830.0]"
远航电子股份有限公司006372,9.134088972e+017,0,1,县级,7,,1,5656,45422455,18050188,0.3974,29830,"(27972.0, 31390.0]"
华信信息集团有限公司006373,9.1311e+017,1,,国家级,6,6,1,-3434545,43998134,20677530,0.47,6560,"(3620.0, 7318.0]"
中原机械股份有限公司006374,9.13086412318e+017,1,0,省级,3,3,,565,34730775,3649514,0.1051,9560,"(7318.0, 11047.0]"
远航电子有限公司006375,9.1316e+017,0,0,市级,6,,5,-3434545,40611262,2152099,0.053,1750,"(49.999, 3620.0]"
中原网络集团有限公司006376,9.1390437263051e+017,1,0,市级,5,,1,5656,38992382,34431560,0.883,29480,"(27972.0, 31390.0]"
华信电子有限责任公司006377,9.13308061e+017,0,1,县级,3,5,7,343434,34156494,5341486,0.1564,30890,"(27972.0, 31390.0]"
中原网络集团有限公司006378,9.13216979493676e+017,,0,国家级,4,1,1,5656,7950841,5355204,0.6735,240,"(49.999, 3620.0]"
宏达贸易股份有限公司006379,9.130179e+017,1,,县级,3,,6,-3434545,26433722,19644060,0.7431,27030,"(24530.0, 27972.0]"
创元信息有限公司006380,9.132864300632e+017,0,0,国家级,6,3,6,5656,27799765,14822878,0.5332,23300,"(21190.0, 24530.0]"
金鼎网络股份有限公司006381,9.133078807e+017,0,0,,4,1,,565656,1213631,76413,0.063,2810,"(49.999, 3620.0]"
汇通网络有限公司006382,9.1309207792535650e+017,,1,国家级,1,4,6,6767,30752229,19321209,0.6283,8160,"(7318.0, 11047.0]"
星河电子有限公司006383,9.1332e+017,,1,,7,,1,565,14251096,12911876,0.906,7190,"(3620.0, 7318.0]"
远航纺织有限责任公司006384,9.13428398231022e+017,1,0,省级,1,5,6,6767,32951570,12819229,0.389,1430,"(49.999, 3620.0]"
华信建设股份有限公司006385,9.13846e+017,0,,省级,4,6,3,6767,38499813,22030299,0.5722,34650,"(31390.0, 35000.0]"
盛世物流有限责任公司006386,9.132974e+017,1,1,县级,6,3,3,565,48947022,43893028,0.8967,8700,"(7318.0, 11047.0]"
盛世材料股份有限公司006387,9.131848386509981e+017,1,,国家级,4,4,2,-3434545,34586870,29623444,0.8565,16760,"(14492.0, 17830.0]"
远航机械有限公司006388,9.13010971e+017,0,0,国家级,7,3,3,5656,23053964,10251396,0.4447,20980,"(17830.0, 21190.0]"
华泰科技有限公司006389,9.134045893172693e+017,1,,市级,5,6,6,676767,45929584,30247617,0.6586,21710,"(21190.0, 24530.0]"
远航医药有限责任公司006390,9.137694e+017,0,1,国家级,1,,6,676767,43035025,31892029,0.7411,24520,"(21190.0, 24530.0]"
鼎盛装备有限责任公司006391,9.1304303e+017,0,1,,5,7,5,565656,4764546,774082,0.1625,4290,"(3620.0, 7318.0]"
华信装备有限公司006392,9.1355782e+017,,1,国家级,4,5,5,-3434545,16220878,2088207,0.1287,25840,"(24530.0, 27972.0]"
天成建设股份有限公司006393,9.1373193365418e+017,0,1,国家级,5,7,4,6767,37947179,25799912,0.6799,11730,"(11047.0, 14492.0]"
联创智能有限责任公司006394,9.132616155728117e+017,0,0,县级,4,4,6,676767,44525873,25754574,0.5784,4160,"(3620.0, 7318.0]"
华信信息有限责任公司006395,9.13321e+017,1,0,国家级,,5,4,-3434545,5856436,1321310,0.2256,30570,"(27972.0, 31390.0]"
嘉禾环保股份有限公司006396,9.139969e+017,1,,国家级,3,2,4,6767,40502663,12212013,0.3015,22080,"(21190.0, 24530.0]"
汇通医药集团有限公司006397,9.1325350107e+017,1,0,国家级,5,5,5,676767,2984170,930047,0.3117,24330,"(21190.0, 24530.0]"
金鼎智能股份有限公司006398,9.137258544285e+017,0,0,县级,2,1,7,6767,9124295,8611239,0.9438,14160,"(11047.0, 14492.0]"
永泰电子有限公司006399,9.138091718942e+017,0,1,市级,3,5,6,-2323432,49300962,15774570,0.32,8040,"(7318.0, 11047.0]"
华泰贸易集团有限公司006400,9.13101e+017,0,0,,5,4,6,6767,2444031,1048387,0.429,24740,"(24530.0, 27972.0]"
启明环保股份有限公司006401,9.1301032017e+017,0,1,市级,,7,6,-3434545,33485723,21820452,0.6516,320,"(49.999, 3620.0]"
汇通食品有限公司006402,9.13669496961e+017,1,0,省级,1,6,2,6767,45726721,20759679,0.454,4380,"(3620.0, 7318.0]"
华泰化工有限责任公司006403,9.133766103463466e+017,0,0,县级,2,6,,-3434545,45135289,38828320,0.8603,33200,"(31390.0, 35000.0]"
嘉禾食品有限公司006404,9.1378176647e+017,0,0,省级,2,6,1,6767,14361526,12387505,0.8625,690,"(49.999, 3620.0]"
博雅能源有限公司006405,9.13092e+017,1,1,,6,7,5,565656,41969531,26873737,0.6403,6770,"(3620.0, 7318.0]"
宏达建设有限责任公司006406,9.13233e+017,1,0,省级,6,6,,-3434545,31048675,13272807,0.4275,12090,"(11047.0, 14492.0]"
博雅信息有限责任公司006407,9.1363046227768e+017,,0,国家级,4,5,4,-3434545,24664623,23221740,0.9415,16940,"(14492.0, 17830.0]"
启明贸易有限责任公司006408,9.133063703258666e+017,0,1,国家级,3,4,1,-3434545,47627968,4473773,0.0939,30530,"(27972.0, 31390.0]"
博雅环保有限公司006409,9.139253e+017,0,1,,,6,7,-2323432,8391339,7638218,0.9103,23230,"(21190.0, 24530.0]"
鼎盛贸易有限责任公司006410,9.1356140389515e+017,,1,国家级,,,2,565,4541142,2868281,0.6316,34930,"(31390.0, 35000.0]"
启明机械集团有限公司006411,9.13364300e+017,0,,县级,4,3,3,-3434545,32240424,10002386,0.3102,24370,"(21190.0, 24530.0]"
华泰物流有限责任公司006412,9.138942e+017,,1,市级,2,6,1,-2323432,23310829,1520747,0.0652,17220,"(14492.0, 17830.0]"
汇通能源集团有限公司006413,9.1308507097928090e+017,1,0,省级,,5,3,565656,33078590,12131615,0.3668,32720,"(31390.0, 35000.0]"
金鼎科技有限公司006414,9.13929666862e+017,0,1,省级,6,1,1,-2323432,5831746,2452745,0.4206,14850,"(14492.0, 17830.0]"
汇通生物集团有限公司006415,9.13182762e+017,0,1,市级,6,5,1,343434,3056324,330813,0.1082,32470,"(31390.0, 35000.0]"
远航能源有限公司006416,9.13967954810e+017,0,0,国家级,,5,1,-3434545,12943525,8727869,0.6743,8750,"(7318.0, 11047.0]"
鼎盛贸易集团有限公司006417,9.13986005417780e+017,1,0,市级,7,5,5,676767,19211932,4107365,0.2138,33470,"(31390.0, 35000.0]"
金鼎生物有限公司006418,9.13523939090233e+017,0,1,省级,6,7,2,6767,9131129,6805908,0.7454,240,"(49.999, 3620.0]"
华信材料股份有限公司006419,9.13562e+017,1,0,省级,3,5,3,676767,4502041,4131991,0.9178,4260,"(3620.0, 7318.0]"
启明装备集团有限公司006420,9.13624240e+017,1,0,市级,6,4,5,6767,5378040,4319241,0.8031,23470,"(21190.0, 24530.0]"
宏达生物股份有限公司006421,9.139744682e+017,1,0,市级,2,2,1,565,17077271,5585224,0.3271,29020,"(27972.0, 31390.0]"
嘉禾物流集团有限公司006422,9.1317754457944e+017,,1,省级,2,4,,6767,18657738,9831362,0.5269,11600,"(11047.0, 14492.0]"
星河信息股份有限公司006423,9.137388513e+017,0,0,县级,2,,2,565,40663267,7616945,0.1873,12990,"(11047.0, 14492.0]"
嘉禾生物有限责任公司006424,9.1375e+017,0,0,市级,3,1,5,6767,10409039,2053326,0.1973,15000,"(14492.0, 17830.0]"
博雅材料有限公司006425,9.1321169743e+017,0,,国家级,,,7,-3434545,36236649,12369392,0.3414,3520,"(49.999, 3620.0]"
远航智能有限公司006426,9.1306678807e+017,0,0,县级,6,,5,565,6900689,4659550,0.6752,15800,"(14492.0, 17830.0]"
天成科技股份有限公司006427,9.1380151e+017,1,1,国家级,7,,7,6767,34101908,15597069,0.4574,32890,"(31390.0, 35000.0]"
启明医药股份有限公司006428,9.1304e+017,1,1,,,7,,-2323432,34411505,4436117,0.1289,6910,"(3620.0, 7318.0]"
永泰科技集团有限公司006429,9.13687654e+017,1,0,国家级,4,,,565,22070407,5237609,0.2373,11810,"(11047.0, 14492.0]"
创元食品股份有限公司006430,9.1303041495009317e+017,1,1,,3,5,,565,28865682,8141463,0.282,4360,"(3620.0, 7318.0]"
中原生物股份有限公司006431,9.138054580e+017,0,0,市级,6,6,2,-3434545,42912008,11140347,0.2596,9020,"(7318.0, 11047.0]"
鼎盛智能股份有限公司006432,9.13549787912289e+017,,1,省级,7,1,3,565,39141740,27263874,0.6965,3550,"(49.999, 3620.0]"
远航机械股份有限公司006433,9.13879e+017,1,1,县级,7,7,1,5656,23800681,21313161,0.8955,16450,"(14492.0, 17830.0]"
联创信息有限公司006434,9.135795778e+017,,0,,,,4,565656,17145822,6148660,0.3586,26170,"(24530.0, 27972.0]"
鼎盛装备有限公司006435,9.1347e+017,,0,市级,3,4,7,565656,2544618,1285543,0.5052,28380,"(27972.0, 31390.0]"
盛世物流股份有限公司006436,9.13864626e+017,1,1,市级,5,,7,676767,45533831,25141070,0.5521,200,"(49.999, 3620.0]"
华信物流集团有限公司006437,9.1310e+017,,,省级,,,6,565656,31650621,1816332,0.0574,16470,"(14492.0, 17830.0]"
宏达食品股份有限公司006438,9.13496810106960e+017,,0,省级,2,3,3,565,42449377,30544290,0.7195,9910,"(7318.0, 11047.0]"
